BugID 	 BugVersion(ReleaseDate) 	 BugReportDate 	 PatchDate 	 FixTime
315307	unspecified	2010-06-01 21:15:00.0	2010-11-21 19:27:00.0	172 days
310709	unspecified	2010-04-27 20:16:00.0	2010-04-27 20:17:00.0	0 days
310709	unspecified	2010-04-27 20:16:00.0	2010-04-27 21:04:00.0	0 days
375878	unspecified	2012-04-02 20:45:00.0	2012-04-02 20:50:00.0	0 days
358224	0.8.0	2011-09-20 12:07:00.0	2011-09-20 12:44:00.0	0 days
292397	unspecified	2009-10-15 13:23:00.0	2009-10-20 17:40:00.0	5 days
292393	unspecified	2009-10-15 13:03:00.0	2009-10-27 23:08:00.0	12 days
292393	unspecified	2009-10-15 13:03:00.0	2009-10-27 23:11:00.0	12 days
292393	unspecified	2009-10-15 13:03:00.0	2009-10-29 15:19:00.0	14 days
337857	unspecified	2011-02-22 16:09:00.0	2011-02-22 16:19:00.0	0 days
337857	unspecified	2011-02-22 16:09:00.0	2011-03-10 18:24:00.0	16 days
337859	0.7.0	2011-02-22 16:32:00.0	2011-02-22 16:43:00.0	0 days
341621	unspecified	2011-04-01 13:26:00.0	2011-04-01 14:34:00.0	0 days
341621	unspecified	2011-04-01 13:26:00.0	2011-04-01 14:40:00.0	0 days
391608	1.2.0	2012-10-10 21:01:00.0	2013-01-18 03:58:00.0	99 days
372352	0.9.1	2012-02-23 15:40:00.0	2012-03-08 18:58:00.0	14 days
372352	0.9.1	2012-02-23 15:40:00.0	2012-03-19 18:12:00.0	25 days
371528	0.9.0	2012-02-14 18:59:00.0	2012-02-14 19:01:00.0	0 days
371528	0.9.0	2012-02-14 18:59:00.0	2012-02-20 22:44:00.0	6 days
371528	0.9.0	2012-02-14 18:59:00.0	2012-02-21 19:08:00.0	7 days
304438	unspecified	2010-03-03 00:02:00.0	2010-03-03 00:03:00.0	0 days
304438	unspecified	2010-03-03 00:02:00.0	2010-03-03 16:02:00.0	0 days
304438	unspecified	2010-03-03 00:02:00.0	2010-03-04 19:15:00.0	1 days
315223	unspecified	2010-06-01 14:20:00.0	2010-06-01 21:34:00.0	0 days
360572	unspecified	2011-10-11 18:35:00.0	2011-10-12 13:04:00.0	0 days
Total Patches: 324
Average Fix Time: 32 days
